Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,Link to Source Data,Changes,Known Errors,Raw File Name,,
KEN_ADM3.zip,Kenya,1999,ADM 3,World Resources Institute,,Creative Commons 4.0,http://datasets.wri.org/dataset/gini-index-by-constituency-in-kenya-1999,No,,keginiconstituency (1).zip,,
KIR_ADM0.zip,Kiribati,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Abaiang.shp.zip,,
KIR_ADM1.zip,Kiribati,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Abaiang.shp.zip,,
KIR_ADM2.zip,Kiribati,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Abaiang.shp.zip,,
XKX_ADM0.zip,Kosovo,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,ISO Codes do not exist for Kosovo,exported_boundaries_Kosovo.shp.zip,,
XKX_ADM1.zip,Kosovo,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,ISO Codes do not exist for Kosovo,exported_boundaries_Kosovo.shp.zip,,
XKX_ADM2.zip,Kosovo,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Kosovo.shp.zip,,https://github.com/justinelliotmeyers/official_jamaica_administrative_boundary_shapefile/blob/master/Source_License.txt
KWT_ADM0.zip,Kuwait,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ahmadi.shp.zip,,
KWT_ADM1.zip,Kuwait,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ahmadi.shp.zip,,
KGZ_ADM0.zip,Kyrgyzstan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Batken_Region.shp (1).zip,,
KGZ_ADM1.zip,Kyrgyzstan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Missing Bishkek City and Osh City,exported_boundaries_Batken_Region.shp.zip,,
LAO_ADM0.zip,Laos,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,laos_adm1_osm_missingpref.zip,,
LAO_ADM1.zip,Laos,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,laos_adm1_osm_missingpref.zip,,
LAO_ADM2.zip,Laos,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,Could not be verified,laos_adm2_osm_missingsome.zip,,
LVA_ADM0.zip,Latvia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,latvia_adm1_osm.zip,,
LVA_ADM1.zip,Latvia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,latvia_adm1_osm.zip,,
LBN_ADM0.zip,Lebanon,2009,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,lebanon_adm1_osm.zip,,
LBN_ADM1.zip,Lebanon,2009,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Outdated,lebanon_adm1_osm.zip,,
LBN_ADM2.zip,Lebanon,2009,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,lebanon_adm2_osm.zip,,
LSO_ADM0.zip,Lesotho,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Berea_District.shp.zip,,
LSO_ADM1.zip,Lesotho,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Berea_District.shp.zip,,
LBR_ADM0.zip,Liberia,2016,ADM 0,"Humanitarian Information Centre (HIC) for Liberia, UNMIL GIS Unit, UNMIL Electoral Division and NEC",United Nations Office for the Coordination of Humanitarian Affairs Liberia,"You are free to access, use, distribute and adapt our data as user, as long as you provide attribution or credit to UNMIL",https://data.humdata.org/dataset/liberia-admin-level-1-boundaries,No,,lbr_adm1-health_codes.zip,,
LBR_ADM1.zip,Liberia,2015,ADM 1,"Humanitarian Information Centre (HIC) for Liberia, UNMIL GIS Unit, UNMIL Electoral Division and NEC",United Nations Office for the Coordination of Humanitarian Affairs Liberia,"You are free to access, use, distribute and adapt our data as user, as long as you provide attribution or credit to UNMIL",https://data.humdata.org/dataset/liberia-admin-level-1-boundaries,Yes,,lbr_adm1-health_codes.zip,,
LBR_ADM2.zip,Liberia,2016,ADM 2,"Humanitarian Information Centre (HIC) for Liberia, UNMIL GIS Unit, UNMIL Electoral Division and NEC",United Nations Office for the Coordination of Humanitarian Affairs Liberia,"You are free to access, use, distribute and adapt our data as user, as long as you provide attribution or credit to UNMIL",https://data.humdata.org/dataset/liberia-admin-level-2-boundaries,No,,lbr_districts_codes.zip,,
LBY_ADM0.zip,Libya,2007,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Al_Wahat.shp.zip,,
LBY_ADM1.zip,Libya,2007,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Outdated,exported_boundaries_Al_Wahat.shp.zip,,
LIE_ADM0.zip,Liechtenstein,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Balzers.shp.zip,,
LIE_ADM1.zip,Liechtenstein,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Balzers.shp.zip,,
LTU_ADM0.zip,Lithuania,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Alytus_County.shp.zip,,
LTU_ADM1.zip,Lithuania,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Alytus_County.shp.zip,,
LTU_ADM2.zip,Lithuania,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,Names need to be cleaned,lithuania_adm2_osm.zip,,
LUX_ADM0.zip,Luxembourg,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Canton_Capellen.shp.zip,,
LUX_ADM1.zip,Luxembourg,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Canton_Capellen.shp.zip,,
LUX_ADM2.zip,Luxembourg,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,luxembourg_adm2_osm.zip,,
MKD_ADM0.zip,Macedonia,2016,ADM 0,EuroGeographics,Regional IM Working Group - Europe,Creative Commons Attribution,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,No,,mkd_admn_adm_py_eurogeographics-ntes_pp.zip,,
MKD_ADM1.zip,Macedonia,2016,ADM 1,EuroGeographics,Regional IM Working Group - Europe,Creative Commons Attribution,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,Yes,"The ADM4 layer in the source data is the ADM1 layer, 10 regions do not have ISO Codes",mkd_admn_adm_py_eurogeographics-ntes_pp.zip,,
MDG_ADM0.zip,Madagascar,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Alaotra-Mangoro.shp.zip,,
MDG_ADM1.zip,Madagascar,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Alaotra-Mangoro.shp.zip,,
MDG_ADM2.zip,Madagascar,2017,ADM 2,Madagascar National Disaster Management Office (BNGRC),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Southern Africa (ROSA),For humanitarian use only,https://data.humdata.org/dataset/madagascar-admin-level-1-boundaries,No,,mdg_polbnda_adm2_district_ndmo_United Nations Office for the Coordination of Humanitarian Affairs.shp.zip,,
MDG_ADM3.zip,Madagascar,2017,ADM 3,Madagascar National Disaster Management Office (BNGRC),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Southern Africa (ROSA),For humanitarian use only,https://data.humdata.org/dataset/madagascar-admin-level-1-boundaries,No,Could not be verified,mdg_polbnda_adm3_commune_ndmo_United Nations Office for the Coordination of Humanitarian Affairs.shp.zip,,
MDG_ADM4.zip,Madagascar,2017,ADM 4,Madagascar National Disaster Management Office (BNGRC),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Southern Africa (ROSA),For humanitarian use only,https://data.humdata.org/dataset/madagascar-admin-level-1-boundaries,No,Could not be verified,mdg_polbnda_adm4_fokontany_ndmo_United Nations Office for the Coordination of Humanitarian Affairs.shp.zip,,
MWI_ADM0.zip,Malawi,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central_Region.shp (1).zip,,
MWI_ADM1.zip,Malawi,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Missing one district, Neno",exported_boundaries_Central_Region.shp (1).zip,,
MWI_ADM2.zip,Malawi,2002,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Balaka.shp.zip,,
MYS_ADM0.zip,Malaysia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Johor.shp.zip,,
MYS_ADM1.zip,Malaysia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Johor.shp.zip,,
MDV_ADM0.zip,Maldives,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Not clipped to coastline boundaries,exported_boundaries_Addu.shp.zip,,
MDV_ADM1.zip,Maldives,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Not clipped to coastline boundaries,exported_boundaries_Addu.shp.zip,,
MLI_ADM0.zip,Mali,2015,ADM 0,"DNCT - Direction Nationale des Colelctivités Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,No,,mli_admbnda_adm1_pop_2017.zip,,
MLI_ADM1.zip,Mali,2015,ADM 1,"DNCT - Direction Nationale des Colelctivités Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,No,,mli_admbnda_adm1_pop_2017.zip,,
MLI_ADM2.zip,Mali,2015,ADM 2,"DNCT - Direction Nationale des Colelctivités Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,No,,mli_admbnda_adm2_pop_2017.zip,,
MLI_ADM3.zip,Mali,2015,ADM 3,"DNCT - Direction Nationale des Colelctivités Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,No,,mli_admbnda_adm3_pop_2017.zip,,
MLT_ADM0.zip,Malta,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Malta.shp.zip,,
MLT_ADM1.zip,Malta,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,Local councils used as ADM 1,exported_boundaries_Malta.shp.zip,,
MHL_ADM0.zip,Marshall Islands,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Marshall_Islands.shp.zip,,
MHL_ADM1.zip,Marshall Islands,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,Includes some water territories,exported_boundaries_Marshall_Islands.shp.zip,,
MRT_ADM0.zip,Mauritania,2013,ADM 0,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/mauritania-administrative-boundaries,No,,MRT_admbnda_adm1_1m_WFP.zip,,
MRT_ADM1.zip,Mauritania,2013,ADM 1,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/mauritania-administrative-boundaries,No,"Outdated, Nouakchott is now divided into 3 regions",MRT_admbnda_adm1_1m_WFP.zip,,
MRT_ADM2.zip,Mauritania,2009,ADM 2,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/mauritania-administrative-boundaries,Yes,Potentially outdated,"MRT_admbnda_adm2_1m_WFP.zip, MRT_admbnda_adm3_1m_WFP.zip",,
MUS_ADM0.zip,Mauritius,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,"World_AL4.zip, World_AL5.zip",,
MUS_ADM1.zip,Mauritius,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,"5 cities might be missing from the layer, unsure the correct divisions of Mauritius","World_AL4.zip, World_AL5.zip",,
MEX_ADM0.zip,Mexico,2017,ADM 0,Instituto Nacional de Estadistica y Geografia (INEGI),,Granted in terms of use,http://www.beta.inegi.org.mx/temas/mapas/mg/,No,,areas_geoestadisticas_estatales.zip,,
MEX_ADM1.zip,Mexico,2017,ADM 1,Instituto Nacional de Estadistica y Geografia (INEGI),,Granted in terms of use,http://www.beta.inegi.org.mx/temas/mapas/mg/,No,,areas_geoestadisticas_estatales.zip,,
MEX_ADM2.zip,Mexico,2017,ADM 2,Instituto Nacional de Estadistica y Geografia (INEGI),,Granted in terms of use,http://www.beta.inegi.org.mx/temas/mapas/mg/,No,,areas_geoestadisticas_municipales.zip,,
FSN_ADM0.zip,Micronesia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Boundaries include water territories,exported_boundaries_World.shp (1).zip,,
FSM_ADM1.zip,Micronesia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_World.shp (1).zip,,
FSM_ADM2.zip,Micronesia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Boundaries include water territories,micronesia_adm2_osm.zip,,
MDA_ADM0.zip,Moldova,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Gagauzia.shp.zip,,
MDA_ADM1.zip,Moldova,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,The names of the ADM1 level could be cleaned up,exported_boundaries_Gagauzia.shp.zip,,
MCO_ADM0.zip,Monaco,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Monaco.shp.zip,,
MCO_ADM1.zip,Monaco,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Monaco.shp.zip,,
MCO_ADM2.zip,Monaco,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Fontvieille.shp.zip,,
MNG_ADM0.zip,Mongolia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Mongolia.shp.zip,,
MNG_ADM1.zip,Mongolia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Mongolia.shp.zip,,
MNG_ADM2.zip,Mongolia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Needs to be verified,exported_boundaries_Mongolia.shp.zip,,
MNE_ADM0.zip,Montenegro,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Andrijevica_Municipality.shp.zip,,
MNE_ADM1.zip,Montenegro,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Andrijevica_Municipality.shp.zip,,
MAR_ADM0.zip,Morocco,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Includes portions of Western Sahara,exported_boundaries_Morocco.shp.zip,,
MAR_ADM1.zip,Morocco,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,"Includes portions of Western Sahara, ISO Codes do not exist for the updated ADM1",exported_boundaries_Morocco.shp.zip,,
MAR_ADM2.zip,Morocco,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,Includes portions of Western Sahara,exported_boundaries_Morocco.shp.zip,,
MOZ_ADM0.zip,Mozambique,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Cabo_Delgado.shp.zip,,
MOZ_ADM1.zip,Mozambique,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Cabo_Delgado.shp.zip,,
MOZ_ADM2.zip,Mozambique,2017,ADM 2,"World Food Programme, INE",Derived from ADM3 layer,Public Domain,https://data.humdata.org/dataset/mozambique-administrative-boundaries-level-3-postos,Yes,Needs to be verified,moz_polbnda_adm3_postos_wfp_ine_United Nations Office for the Coordination of Humanitarian Affairs_.zip,,
MOZ_ADM3.zip,Mozambique,2017,ADM 3,"World Food Programme, INE",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Southern Africa (ROSA),Public Domain,https://data.humdata.org/dataset/mozambique-administrative-boundaries-level-3-postos,No,Needs to be verified,moz_polbnda_adm3_postos_wfp_ine_United Nations Office for the Coordination of Humanitarian Affairs_.zip,,
MMR_ADM0.zip,Myanmar,2014,ADM 0,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",Derived from ADM 3 layer,Granted in terms of use,http://geonode.themimu.info/layers/?limit=5&offset=10 ,No,Missing the Wa and Kokang Regions,tshp_mimu.zip,,
MMR_ADM1.zip,Myanmar,2014,ADM 1,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",Derived from ADM 3 layer,Granted in terms of use,http://geonode.themimu.info/layers/?limit=5&offset=10 ,No,Missing the Wa and Kokang Regions,tshp_mimu.zip,,
MMR_ADM2.zip,Myanmar,2014,ADM 2,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",Derived from ADM 3 layer,Granted in terms of use,http://geonode.themimu.info/layers/?limit=5&offset=10 ,No,Missing the Wa and Kokang Regions,tshp_mimu.zip,,
MMR_ADM3.zip,Myanmar,2014,ADM 3,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",,Granted in terms of use,http://geonode.themimu.info/layers/?limit=5&offset=10,No,Missing the Wa and Kokang Regions,tshp_mimu.zip,,
NAM_ADM0.zip,Namibia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Erongo_Region.shp.zip,,
NAM_ADM1.zip,Namibia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Erongo_Region.shp.zip,,
NRU_ADM0.zip,Nauru,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Nauru.shp.zip,,
NRU_ADM1.zip,Nauru,2015,ADM 1,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,Projection issue,nau_did_3857.zip,,
NRU_ADM2.zip,Nauru,2015,ADM 2,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,Projection issue,nau_ea_3857_xy.zip,,
NPL_ADM0.zip,Nepal,2017,ADM 0,Nepal Survey Department,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),Public Domain,https://data.humdata.org/dataset/administrative-bounadries-of-nepal,No,,npl_adm1_poly_sd_170817 (1).zip,,
NPL_ADM1.zip,Nepal,2017,ADM 1,Nepal Survey Department,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),Public Domain,https://data.humdata.org/dataset/administrative-bounadries-of-nepal,No,ISO Codes are outdated according to the reorganization of the boundaries,npl_adm1_poly_sd_170817 (1).zip,,
NPL_ADM2.zip,Nepal,2017,ADM 2,Nepal Survey Department,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),Public Domain,https://data.humdata.org/dataset/administrative-bounadries-of-nepal,No,Needs to be verified,npl_adm2_poly_sd_170817 (1).zip,,
NLD_ADM0.zip,Netherlands,2017,ADM 0,Publieke Dienstverlening op de Kaart,, CC-BY-SA 3.0,https://www.pdok.nl/nl/producten/pdok-downloads/basis-registratie-kadaster/bestuurlijke-grenzen-actueel,No,,bestuurlijkegrenzen.zip,,
NLD_ADM1.zip,Netherlands,2017,ADM 1,Publieke Dienstverlening op de Kaart,, CC-BY-SA 3.0,https://www.pdok.nl/nl/producten/pdok-downloads/basis-registratie-kadaster/bestuurlijke-grenzen-actueel,No,,bestuurlijkegrenzen.zip,,
NLD_ADM2.zip,Netherlands,2017,ADM 2,Publieke Dienstverlening op de Kaart,, CC-BY-SA 3.0,https://www.pdok.nl/nl/producten/pdok-downloads/basis-registratie-kadaster/bestuurlijke-grenzen-actueel,No,,bestuurlijkegrenzen.zip,,
NZL_ADM0.zip,New Zealand,2017,ADM 0,NZ Stats,,Creative Commons Attribution 4.0,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,No,,ESRI_Shapefile_2017_Digital_Boundaries_High_Def_Clipped.zip,,
NZL_ADM1.zip,New Zealand,2017,ADM 1,NZ Stats,,Creative Commons Attribution 4.0,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,Yes,,ESRI_Shapefile_2017_Digital_Boundaries_High_Def_Clipped.zip,,
NZL_ADM2.zip,New Zealand,2017,ADM 2,NZ Stats,,Creative Commons Attribution 4.0,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,No,,ESRI_Shapefile_2017_Digital_Boundaries_High_Def_Clipped.zip,,
NZL_ADM3.zip,New Zealand,2017,ADM 3,NZ Stats,,Creative Commons Attribution 4.0,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,No,,ESRI_Shapefile_2017_Digital_Boundaries_High_Def_Clipped.zip,,
NIC_ADM0.zip,Nicaragua,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Boaco.shp.zip,,
NIC_ADM1.zip,Nicaragua,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Boaco.shp.zip,,
NIC_ADM2.zip,Nicaragua,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,nicaragua_adm2_osm.zip,,
NER_ADM0.zip,Niger,2014,ADM 0,IGNN,United Nations Office for the Coordination of Humanitarian Affairs Niger,Only for humanitarian actors,https://data.humdata.org/dataset/niger-administrative-boundaries,No,,ner_admbnda_adm1_ignn_United Nations Office for the Coordination of Humanitarian Affairs_itos.zip,,
NER_ADM1.zip,Niger,2014,ADM 1,IGNN,United Nations Office for the Coordination of Humanitarian Affairs Niger,Only for humanitarian actors,https://data.humdata.org/dataset/niger-administrative-boundaries,No,,ner_admbnda_adm1_ignn_United Nations Office for the Coordination of Humanitarian Affairs_itos.zip,,
NER_ADM2.zip,Niger,2014,ADM 2,IGNN,United Nations Office for the Coordination of Humanitarian Affairs Niger,Only for humanitarian actors,https://data.humdata.org/dataset/niger-administrative-boundaries,Yes,,ner_admbnda_adm2_ignn_United Nations Office for the Coordination of Humanitarian Affairs_itos.zip,,
NGA_ADM0.zip,Nigeria,2016,ADM 0,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Nigeria,"You are free to share (copy and redistribute the material in any medium or format) and or adapt (remix, transform, and build upon the material) for operational purpose only. The licensor cannot revoke these freedoms as long as you follow the license terms.",https://data.humdata.org/dataset/nigeria-admin-level-0-1-and-2-administrative-boundaries,No,,nigeria_polbnda_admin_1_unsalb.zip,,https://www.pdok.nl/nl/over-pdok/uw-speciale-aandacht/open-data
NGA_ADM1.zip,Nigeria,2016,ADM 1,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Nigeria,"You are free to share (copy and redistribute the material in any medium or format) and or adapt (remix, transform, and build upon the material) for operational purpose only. The licensor cannot revoke these freedoms as long as you follow the license terms.",https://data.humdata.org/dataset/nigeria-admin-level-0-1-and-2-administrative-boundaries,No,,nigeria_polbnda_admin_1_unsalb.zip,,https://www.pdok.nl/nl/over-pdok/uw-speciale-aandacht/open-data
NGA_ADM2.zip,Nigeria,2016,ADM 2,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Nigeria,"You are free to share (copy and redistribute the material in any medium or format) and or adapt (remix, transform, and build upon the material) for operational purpose only. The licensor cannot revoke these freedoms as long as you follow the license terms.",https://data.humdata.org/dataset/nigeria-admin-level-0-1-and-2-administrative-boundaries,No,,nigeria_polbnda_admin_2_unsalb.zip,,https://www.pdok.nl/nl/over-pdok/uw-speciale-aandacht/open-data
PRK_ADM0.zip,North Korea,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Chagang.shp.zip,,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx
PRK_ADM1.zip,North Korea,2010,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Could not be verified,exported_boundaries_Chagang.shp.zip,,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx
